Status,Duration in month,Credit history,Purpose,Credit amount,Savings account/bonds,Present employment since,Installment rate in percentage of disposable income,Personal status and sex,Other debtors / guarantors,Present residence since,Property,Age in years,Other installment plans,Housing,Number of existing credits at this bank,Job,Number of people being liable to provide maintenance for,Telephone,Foreign worker,Score,Young/Old
1.00000000,18.00000000,3.00000000,6.00000000,6204.00000000,0.00000000,2.00000000,2.00000000,2.00000000,0.00000000,4.00000000,0.00000000,44.00000000,2.00000000,1.00000000,1.00000000,1.00000000,2.00000000,1.00000000,0.00000000,1.00000000,1.00000000
0.00000000,30.00000000,4.00000000,1.00000000,6187.00000000,1.00000000,3.00000000,1.00000000,3.00000000,0.00000000,4.00000000,2.00000000,24.00000000,2.00000000,0.00000000,2.00000000,2.00000000,1.00000000,0.00000000,0.00000000,1.00000000,0.00000000
0.00000000,48.00000000,4.00000000,1.00000000,6143.00000000,0.00000000,4.00000000,4.00000000,1.00000000,0.00000000,4.00000000,3.00000000,58.00000000,1.00000000,2.00000000,2.00000000,1.00000000,1.00000000,0.00000000,0.00000000,2.00000000,1.00000000
3.00000000,11.00000000,4.00000000,0.00000000,1393.00000000,0.00000000,1.00000000,4.00000000,1.00000000,0.00000000,4.00000000,2.00000000,35.00000000,2.00000000,1.00000000,2.00000000,3.00000000,1.00000000,0.00000000,0.00000000,1.00000000,1.00000000
3.00000000,36.00000000,2.00000000,4.00000000,2299.00000000,2.00000000,4.00000000,4.00000000,2.00000000,0.00000000,4.00000000,2.00000000,39.00000000,2.00000000,1.00000000,1.00000000,2.00000000,1.00000000,0.00000000,0.00000000,1.00000000,1.00000000
0.00000000,6.00000000,2.00000000,1.00000000,1352.00000000,2.00000000,0.00000000,1.00000000,1.00000000,0.00000000,2.00000000,1.00000000,23.00000000,2.00000000,0.00000000,1.00000000,0.00000000,1.00000000,1.00000000,0.00000000,1.00000000,0.00000000
3.00000000,11.00000000,4.00000000,0.00000000,7228.00000000,0.00000000,2.00000000,1.00000000,2.00000000,0.00000000,4.00000000,1.00000000,39.00000000,2.00000000,1.00000000,2.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000,1.00000000
3.00000000,12.00000000,2.00000000,4.00000000,2073.00000000,1.00000000,2.00000000,4.00000000,1.00000000,1.00000000,2.00000000,0.00000000,28.00000000,2.00000000,1.00000000,1.00000000,2.00000000,1.00000000,0.00000000,0.00000000,1.00000000,1.00000000
1.00000000,24.00000000,3.00000000,3.00000000,2333.00000000,4.00000000,1.00000000,4.00000000,2.00000000,0.00000000,2.00000000,1.00000000,29.00000000,0.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000,1.00000000
1.00000000,27.00000000,3.00000000,1.00000000,5965.00000000,0.00000000,4.00000000,1.00000000,2.00000000,0.00000000,2.00000000,2.00000000,30.00000000,2.00000000,1.00000000,2.00000000,3.00000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000
3.00000000,12.00000000,2.00000000,4.00000000,1262.00000000,0.00000000,2.00000000,3.00000000,2.00000000,0.00000000,2.00000000,2.00000000,25.00000000,2.00000000,1.00000000,1.00000000,2.00000000,1.00000000,0.00000000,0.00000000,1.00000000,0.00000000
3.00000000,18.00000000,2.00000000,1.00000000,3378.00000000,4.00000000,2.00000000,2.00000000,2.00000000,0.00000000,1.00000000,1.00000000,31.00000000,2.00000000,1.00000000,1.00000000,2.00000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000
1.00000000,36.00000000,3.00000000,0.00000000,2225.00000000,0.00000000,4.00000000,4.00000000,2.00000000,0.00000000,4.00000000,3.00000000,57.00000000,0.00000000,2.00000000,2.00000000,2.00000000,1.00000000,1.00000000,0.00000000,2.00000000,1.00000000
3.00000000,6.00000000,1.00000000,0.00000000,783.00000000,4.00000000,2.00000000,1.00000000,2.00000000,2.00000000,2.00000000,0.00000000,26.00000000,1.00000000,1.00000000,1.00000000,1.00000000,2.00000000,0.00000000,0.00000000,1.00000000,1.00000000
1.00000000,12.00000000,2.00000000,4.00000000,6468.00000000,4.00000000,0.00000000,2.00000000,2.00000000,0.00000000,1.00000000,3.00000000,52.00000000,2.00000000,1.00000000,1.00000000,3.00000000,1.00000000,1.00000000,0.00000000,2.00000000,1.00000000
3.00000000,36.00000000,4.00000000,4.00000000,9566.00000000,0.00000000,2.00000000,2.00000000,1.00000000,0.00000000,2.00000000,2.00000000,31.00000000,1.00000000,1.00000000,2.00000000,2.00000000,1.00000000,0.00000000,0.00000000,1.00000000,1.00000000
2.00000000,18.00000000,2.00000000,0.00000000,1961.00000000,0.00000000,4.00000000,3.00000000,1.00000000,0.00000000,2.00000000,2.00000000,23.00000000,2.00000000,1.00000000,1.00000000,3.00000000,1.00000000,0.00000000,0.00000000,1.00000000,0.00000000
0.00000000,36.00000000,4.00000000,3.00000000,6229.00000000,0.00000000,1.00000000,4.00000000,1.00000000,1.00000000,4.00000000,3.00000000,23.00000000,2.00000000,0.00000000,2.00000000,1.00000000,1.00000000,1.00000000,0.00000000,2.00000000,0.00000000
1.00000000,9.00000000,2.00000000,9.00000000,1391.00000000,0.00000000,2.00000000,2.00000000,3.00000000,0.00000000,1.00000000,0.00000000,27.00000000,0.00000000,1.00000000,1.00000000,2.00000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000
1.00000000,15.00000000,4.00000000,4.00000000,1537.00000000,4.00000000,4.00000000,4.00000000,2.00000000,2.00000000,4.00000000,0.00000000,50.00000000,2.00000000,1.00000000,2.00000000,2.00000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000
1.00000000,36.00000000,0.00000000,9.00000000,1953.00000000,0.00000000,4.00000000,4.00000000,2.00000000,0.00000000,4.00000000,3.00000000,61.00000000,2.00000000,2.00000000,1.00000000,3.00000000,1.00000000,1.00000000,0.00000000,2.00000000,1.00000000
1.00000000,48.00000000,0.00000000,9.00000000,14421.00000000,0.00000000,2.00000000,2.00000000,2.00000000,0.00000000,2.00000000,2.00000000,25.00000000,2.00000000,1.00000000,1.00000000,2.00000000,1.00000000,1.00000000,0.00000000,2.00000000,0.00000000
3.00000000,24.00000000,2.00000000,4.00000000,3181.00000000,0.00000000,1.00000000,4.00000000,1.00000000,0.00000000,4.00000000,1.00000000,26.00000000,2.00000000,1.00000000,1.00000000,2.00000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000
3.00000000,27.00000000,2.00000000,6.00000000,5190.00000000,4.00000000,4.00000000,4.00000000,2.00000000,0.00000000,4.00000000,1.00000000,48.00000000,2.00000000,1.00000000,4.00000000,2.00000000,2.00000000,1.00000000,0.00000000,1.00000000,1.00000000
3.00000000,12.00000000,2.00000000,4.00000000,2171.00000000,0.00000000,1.00000000,2.00000000,1.00000000,0.00000000,2.00000000,2.00000000,29.00000000,0.00000000,1.00000000,1.00000000,2.00000000,1.00000000,0.00000000,0.00000000,1.00000000,1.00000000
1.00000000,12.00000000,2.00000000,0.00000000,1007.00000000,3.00000000,2.00000000,4.00000000,3.00000000,0.00000000,1.00000000,0.00000000,22.00000000,2.00000000,1.00000000,1.00000000,2.00000000,1.00000000,0.00000000,0.00000000,1.00000000,0.00000000
3.00000000,36.00000000,2.00000000,7.00000000,1819.00000000,0.00000000,2.00000000,4.00000000,2.00000000,0.00000000,4.00000000,3.00000000,37.00000000,1.00000000,2.00000000,1.00000000,2.00000000,1.00000000,1.00000000,0.00000000,2.00000000,1.00000000
3.00000000,36.00000000,2.00000000,4.00000000,2394.00000000,4.00000000,2.00000000,4.00000000,1.00000000,0.00000000,4.00000000,2.00000000,25.00000000,2.00000000,1.00000000,1.00000000,2.00000000,1.00000000,0.00000000,0.00000000,1.00000000,0.00000000
3.00000000,36.00000000,2.00000000,1.00000000,8133.00000000,0.00000000,2.00000000,1.00000000,1.00000000,0.00000000,2.00000000,1.00000000,30.00000000,0.00000000,1.00000000,1.00000000,2.00000000,1.00000000,0.00000000,0.00000000,1.00000000,1.00000000
3.00000000,7.00000000,4.00000000,4.00000000,730.00000000,4.00000000,4.00000000,4.00000000,2.00000000,0.00000000,2.00000000,1.00000000,46.00000000,2.00000000,0.00000000,2.00000000,1.00000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000
0.00000000,8.00000000,4.00000000,2.00000000,1164.00000000,0.00000000,4.00000000,3.00000000,2.00000000,0.00000000,4.00000000,3.00000000,51.00000000,0.00000000,2.00000000,2.00000000,3.00000000,2.00000000,1.00000000,0.00000000,1.00000000,1.00000000
1.00000000,42.00000000,4.00000000,9.00000000,5954.00000000,0.00000000,3.00000000,2.00000000,1.00000000,0.00000000,1.00000000,0.00000000,41.00000000,0.00000000,1.00000000,2.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000,1.00000000
0.00000000,36.00000000,2.00000000,7.00000000,1977.00000000,4.00000000,4.00000000,4.00000000,2.00000000,0.00000000,4.00000000,3.00000000,40.00000000,2.00000000,1.00000000,1.00000000,3.00000000,1.00000000,1.00000000,0.00000000,2.00000000,1.00000000
0.00000000,12.00000000,4.00000000,1.00000000,1526.00000000,0.00000000,4.00000000,4.00000000,2.00000000,0.00000000,4.00000000,3.00000000,66.00000000,2.00000000,2.00000000,2.00000000,3.00000000,1.00000000,0.00000000,0.00000000,1.00000000,1.00000000
0.00000000,42.00000000,2.00000000,4.00000000,3965.00000000,0.00000000,1.00000000,4.00000000,2.00000000,0.00000000,3.00000000,2.00000000,34.00000000,2.00000000,1.00000000,1.00000000,2.00000000,1.00000000,0.00000000,0.00000000,2.00000000,1.00000000
1.00000000,11.00000000,3.00000000,4.00000000,4771.00000000,0.00000000,3.00000000,2.00000000,2.00000000,0.00000000,4.00000000,1.00000000,51.00000000,2.00000000,1.00000000,1.00000000,2.00000000,1.00000000,0.00000000,0.00000000,1.00000000,1.00000000
3.00000000,54.00000000,0.00000000,1.00000000,9436.00000000,4.00000000,2.00000000,2.00000000,2.00000000,0.00000000,2.00000000,1.00000000,39.00000000,2.00000000,1.00000000,1.00000000,1.00000000,2.00000000,0.00000000,0.00000000,1.00000000,1.00000000
1.00000000,30.00000000,2.00000000,3.00000000,3832.00000000,0.00000000,1.00000000,2.00000000,3.00000000,0.00000000,1.00000000,1.00000000,22.00000000,2.00000000,1.00000000,1.00000000,2.00000000,1.00000000,0.00000000,0.00000000,1.00000000,0.00000000
3.00000000,24.00000000,2.00000000,4.00000000,5943.00000000,4.00000000,1.00000000,1.00000000,1.00000000,0.00000000,1.00000000,2.00000000,44.00000000,2.00000000,1.00000000,2.00000000,2.00000000,1.00000000,1.00000000,0.00000000,2.00000000,1.00000000
3.00000000,15.00000000,2.00000000,4.00000000,1213.00000000,2.00000000,4.00000000,4.00000000,2.00000000,0.00000000,3.00000000,1.00000000,47.00000000,1.00000000,1.00000000,1.00000000,2.00000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000
3.00000000,18.00000000,2.00000000,9.00000000,1568.00000000,1.00000000,2.00000000,3.00000000,1.00000000,0.00000000,4.00000000,1.00000000,24.00000000,2.00000000,0.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000,0.00000000
0.00000000,24.00000000,2.00000000,2.00000000,1755.00000000,0.00000000,4.00000000,4.00000000,1.00000000,2.00000000,4.00000000,0.00000000,58.00000000,2.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000
0.00000000,10.00000000,2.00000000,4.00000000,2315.00000000,0.00000000,4.00000000,3.00000000,2.00000000,0.00000000,4.00000000,0.00000000,52.00000000,2.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000,1.00000000
3.00000000,12.00000000,4.00000000,9.00000000,1412.00000000,0.00000000,2.00000000,4.00000000,1.00000000,2.00000000,2.00000000,0.00000000,29.00000000,2.00000000,1.00000000,2.00000000,3.00000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000
1.00000000,18.00000000,4.00000000,3.00000000,1295.00000000,0.00000000,1.00000000,4.00000000,1.00000000,0.00000000,1.00000000,1.00000000,27.00000000,2.00000000,1.00000000,2.00000000,2.00000000,1.00000000,0.00000000,0.00000000,1.00000000,1.00000000
1.00000000,36.00000000,2.00000000,7.00000000,12612.00000000,1.00000000,2.00000000,1.00000000,2.00000000,0.00000000,4.00000000,3.00000000,47.00000000,2.00000000,2.00000000,1.00000000,2.00000000,2.00000000,1.00000000,0.00000000,2.00000000,1.00000000
0.00000000,18.00000000,2.00000000,0.00000000,2249.00000000,1.00000000,3.00000000,4.00000000,2.00000000,0.00000000,3.00000000,2.00000000,30.00000000,2.00000000,1.00000000,1.00000000,3.00000000,2.00000000,1.00000000,0.00000000,1.00000000,1.00000000
0.00000000,12.00000000,0.00000000,6.00000000,1108.00000000,0.00000000,3.00000000,4.00000000,2.00000000,0.00000000,3.00000000,0.00000000,28.00000000,2.00000000,1.00000000,2.00000000,2.00000000,1.00000000,0.00000000,0.00000000,2.00000000,1.00000000
3.00000000,12.00000000,4.00000000,4.00000000,618.00000000,0.00000000,4.00000000,4.00000000,2.00000000,0.00000000,4.00000000,0.00000000,56.00000000,2.00000000,1.00000000,1.00000000,2.00000000,1.00000000,0.00000000,0.00000000,1.00000000,1.00000000
0.00000000,12.00000000,4.00000000,1.00000000,1409.00000000,0.00000000,4.00000000,4.00000000,2.00000000,0.00000000,3.00000000,0.00000000,54.00000000,2.00000000,1.00000000,1.00000000,2.00000000,1.00000000,0.00000000,0.00000000,1.00000000,1.00000000
3.00000000,12.00000000,4.00000000,4.00000000,797.00000000,4.00000000,4.00000000,4.00000000,1.00000000,0.00000000,3.00000000,1.00000000,33.00000000,0.00000000,1.00000000,1.00000000,1.00000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000
2.00000000,24.00000000,4.00000000,3.00000000,3617.00000000,4.00000000,4.00000000,4.00000000,2.00000000,1.00000000,4.00000000,3.00000000,20.00000000,2.00000000,0.00000000,2.00000000,2.00000000,1.00000000,0.00000000,0.00000000,1.00000000,0.00000000
1.00000000,12.00000000,2.00000000,0.00000000,1318.00000000,3.00000000,4.00000000,4.00000000,2.00000000,0.00000000,4.00000000,0.00000000,54.00000000,2.00000000,1.00000000,1.00000000,2.00000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000
1.00000000,54.00000000,0.00000000,9.00000000,15945.00000000,0.00000000,1.00000000,3.00000000,2.00000000,0.00000000,4.00000000,3.00000000,58.00000000,2.00000000,0.00000000,1.00000000,2.00000000,1.00000000,1.00000000,0.00000000,2.00000000,1.00000000
3.00000000,12.00000000,4.00000000,7.00000000,2012.00000000,4.00000000,3.00000000,4.00000000,1.00000000,0.00000000,2.00000000,2.00000000,61.00000000,2.00000000,1.00000000,1.00000000,2.00000000,1.00000000,0.00000000,0.00000000,1.00000000,1.00000000
1.00000000,18.00000000,2.00000000,9.00000000,2622.00000000,1.00000000,2.00000000,4.00000000,2.00000000,0.00000000,4.00000000,2.00000000,34.00000000,2.00000000,1.00000000,1.00000000,2.00000000,1.00000000,0.00000000,0.00000000,1.00000000,1.00000000
1.00000000,36.00000000,4.00000000,4.00000000,2337.00000000,0.00000000,4.00000000,4.00000000,2.00000000,0.00000000,4.00000000,0.00000000,36.00000000,2.00000000,1.00000000,1.00000000,2.00000000,1.00000000,0.00000000,0.00000000,1.00000000,1.00000000
1.00000000,20.00000000,3.00000000,1.00000000,7057.00000000,4.00000000,3.00000000,3.00000000,2.00000000,0.00000000,4.00000000,1.00000000,36.00000000,0.00000000,0.00000000,2.00000000,3.00000000,2.00000000,1.00000000,0.00000000,1.00000000,1.00000000
3.00000000,24.00000000,2.00000000,0.00000000,1469.00000000,1.00000000,4.00000000,4.00000000,3.00000000,0.00000000,4.00000000,0.00000000,41.00000000,2.00000000,0.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000,1.00000000
1.00000000,36.00000000,2.00000000,4.00000000,2323.00000000,0.00000000,3.00000000,4.00000000,2.00000000,0.00000000,4.00000000,2.00000000,24.00000000,2.00000000,0.00000000,1.00000000,2.00000000,1.00000000,0.00000000,0.00000000,1.00000000,0.00000000
3.00000000,6.00000000,3.00000000,4.00000000,932.00000000,0.00000000,2.00000000,3.00000000,1.00000000,0.00000000,2.00000000,0.00000000,24.00000000,2.00000000,1.00000000,1.00000000,2.00000000,1.00000000,0.00000000,0.00000000,1.00000000,0.00000000
